new_id,id,text,date,event_minute,ticker,company_name,industry,event_time_et,in_trading_hours,adjusted_event_time_et,adjusted_event_time_utc,event_1h_pre_et,event_1h_end_et,event_5d_pre_et,event_5d_end_et,event_1h_pre,event_1h_end,event_5d_pre,event_5d_end
30,691287273996886017,"New Fox News PollThank you, Iowa! #Trump2016 #IACaucus https://t.co/aCj0Hq20hV",2016-01-24 15:51:44,2016-01-24 15:51:00+00:00,FOXA,Fox Corporation,News & Publishing,2016-01-24 10:51:00-05:00,1,2016-01-25 09:30:00-05:00,2016-01-25 14:30:00+00:00,2016-01-25 08:30:00-05:00,2016-01-25 10:30:00-05:00,2016-01-15 09:30:00-05:00,2016-02-01 09:30:00-05:00,2016-01-25 13:30:00+00:00,2016-01-25 15:30:00+00:00,2016-01-15 14:30:00+00:00,2016-02-01 14:30:00+00:00
29,691366453010939904,"Fox News PollThank you, New Hampshire! #FITN#Trump2016 https://t.co/jC1qisBbit",2016-01-24 21:06:22,2016-01-24 21:06:00+00:00,FOXA,Fox Corporation,News & Publishing,2016-01-24 16:06:00-05:00,1,2016-01-25 09:30:00-05:00,2016-01-25 14:30:00+00:00,2016-01-25 08:30:00-05:00,2016-01-25 10:30:00-05:00,2016-01-15 09:30:00-05:00,2016-02-01 09:30:00-05:00,2016-01-25 13:30:00+00:00,2016-01-25 15:30:00+00:00,2016-01-15 14:30:00+00:00,2016-02-01 14:30:00+00:00
22,706179933480099840,I am watching two clown announcers on @FoxNews as they try to build up failed presidential candidate #LittleMarco. Fox News is in the bag!,2016-03-05 18:09:50,2016-03-05 18:09:00+00:00,FOXA,Fox Corporation,News & Publishing,2016-03-05 13:09:00-05:00,1,2016-03-07 09:30:00-05:00,2016-03-07 14:30:00+00:00,2016-03-07 08:30:00-05:00,2016-03-07 10:30:00-05:00,2016-02-29 09:30:00-05:00,2016-03-14 09:30:00-04:00,2016-03-07 13:30:00+00:00,2016-03-07 15:30:00+00:00,2016-02-29 14:30:00+00:00,2016-03-14 13:30:00+00:00
18,710215733477822465,I will be interviewed on The O'Reilly Factor this evening at 8 pm on the Fox News Channel. @oreillyfactor,2016-03-16 21:26:40,2016-03-16 21:26:00+00:00,FOXA,Fox Corporation,News & Publishing,2016-03-16 17:26:00-04:00,1,2016-03-17 09:30:00-04:00,2016-03-17 13:30:00+00:00,2016-03-17 08:30:00-04:00,2016-03-17 10:30:00-04:00,2016-03-10 09:30:00-05:00,2016-03-24 09:30:00-04:00,2016-03-17 12:30:00+00:00,2016-03-17 14:30:00+00:00,2016-03-10 14:30:00+00:00,2016-03-24 13:30:00+00:00
5,807932020236124160,I will be interviewed today on Fox News Sunday with Chris Wallace at 10:00 (Eastern) Network. ENJOY!,2016-12-11 12:56:18,2016-12-11 12:56:00+00:00,FOXA,Fox Corporation,News & Publishing,2016-12-11 07:56:00-05:00,1,2016-12-12 09:30:00-05:00,2016-12-12 14:30:00+00:00,2016-12-12 08:30:00-05:00,2016-12-12 10:30:00-05:00,2016-12-05 09:30:00-05:00,2016-12-19 09:30:00-05:00,2016-12-12 13:30:00+00:00,2016-12-12 15:30:00+00:00,2016-12-05 14:30:00+00:00,2016-12-19 14:30:00+00:00
118,991672075491438594,NEW BOOK - A MUST READ! “The Russia Hoax - The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump” by the brilliant Fox News Legal Analyst Gregg Jarrett. A sad chapter for law enforcement. A rigged system!,2018-05-02 13:33:41,2018-05-02 13:33:00+00:00,FOXA,Fox Corporation,News & Publishing,2018-05-02 09:33:00-04:00,0,2018-05-02 09:33:00-04:00,2018-05-02 13:33:00+00:00,2018-05-02 08:33:00-04:00,2018-05-02 10:33:00-04:00,2018-04-25 09:30:00-04:00,2018-05-09 09:30:00-04:00,2018-05-02 12:33:00+00:00,2018-05-02 14:33:00+00:00,2018-04-25 13:30:00+00:00,2018-05-09 13:30:00+00:00
100,1030582354308411392,“Fox News has learned that Bruce Ohr wrote Christopher Steele following the firing of James Comey saying that he was afraid the anti-Trump Russia probe will be exposed.”  Charles Payne  @FoxBusiness   How much more does Mueller have to see? They have blinders on - RIGGED!,2018-08-17 22:29:15,2018-08-17 22:29:00+00:00,FOXA,Fox Corporation,News & Publishing,2018-08-17 18:29:00-04:00,1,2018-08-20 09:30:00-04:00,2018-08-20 13:30:00+00:00,2018-08-20 08:30:00-04:00,2018-08-20 10:30:00-04:00,2018-08-13 09:30:00-04:00,2018-08-27 09:30:00-04:00,2018-08-20 12:30:00+00:00,2018-08-20 14:30:00+00:00,2018-08-13 13:30:00+00:00,2018-08-27 13:30:00+00:00
217,1134522786804850688,".@SeanHannity is having a DEEP STATE SHOW tonight on Fox News at 9:00 PM (E), exposing the tremendous abuse of power that has been uncovered. Tremendous guests, a must see – Enjoy!",2019-05-31 18:11:25,2019-05-31 18:11:00+00:00,FOXA,Fox Corporation,News & Publishing,2019-05-31 14:11:00-04:00,0,2019-05-31 14:11:00-04:00,2019-05-31 18:11:00+00:00,2019-05-31 13:11:00-04:00,2019-05-31 15:11:00-04:00,2019-05-23 09:30:00-04:00,2019-06-07 09:30:00-04:00,2019-05-31 17:11:00+00:00,2019-05-31 19:11:00+00:00,2019-05-23 13:30:00+00:00,2019-06-07 13:30:00+00:00
150,1183818843464065024,....of the correction which they knew about full well! “Fox News Pollster Braun Research Misrepresented Impeachment Poll: Analysis” @NYPost,2019-10-14 18:56:21,2019-10-14 18:56:00+00:00,FOXA,Fox Corporation,News & Publishing,2019-10-14 14:56:00-04:00,0,2019-10-14 14:56:00-04:00,2019-10-14 18:56:00+00:00,2019-10-14 13:56:00-04:00,2019-10-14 15:56:00-04:00,2019-10-07 09:30:00-04:00,2019-10-21 09:30:00-04:00,2019-10-14 17:56:00+00:00,2019-10-14 19:56:00+00:00,2019-10-07 13:30:00+00:00,2019-10-21 13:30:00+00:00
73,816260343391514624,General Motors is sending Mexican made model of Chevy Cruze to U.S. car dealers-tax free across border. Make in U.S.A.or pay big border tax!,2017-01-03 12:30:05,2017-01-03 12:30:00+00:00,GM,General Motors,Automobiles & Auto Components,2017-01-03 07:30:00-05:00,1,2017-01-04 09:30:00-05:00,2017-01-04 14:30:00+00:00,2017-01-04 08:30:00-05:00,2017-01-04 10:30:00-05:00,2016-12-27 09:30:00-05:00,2017-01-11 09:30:00-05:00,2017-01-04 13:30:00+00:00,2017-01-04 15:30:00+00:00,2016-12-27 14:30:00+00:00,2017-01-11 14:30:00+00:00
72,821415698278875137,Thank you to General Motors and Walmart for starting the big jobs push back into the U.S.!,2017-01-17 17:55:38,2017-01-17 17:55:00+00:00,GM,General Motors,Automobiles & Auto Components,2017-01-17 12:55:00-05:00,0,2017-01-17 12:55:00-05:00,2017-01-17 17:55:00+00:00,2017-01-17 11:55:00-05:00,2017-01-17 13:55:00-05:00,2017-01-09 09:30:00-05:00,2017-01-24 09:30:00-05:00,2017-01-17 16:55:00+00:00,2017-01-17 18:55:00+00:00,2017-01-09 14:30:00+00:00,2017-01-24 14:30:00+00:00
70,824055927200423936,Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today. https://t.co/T0eIgO6LP8,2017-01-25 00:46:57,2017-01-25 00:46:00+00:00,GM,General Motors,Automobiles & Auto Components,2017-01-24 19:46:00-05:00,1,2017-01-25 09:30:00-05:00,2017-01-25 14:30:00+00:00,2017-01-25 08:30:00-05:00,2017-01-25 10:30:00-05:00,2017-01-18 09:30:00-05:00,2017-02-01 09:30:00-05:00,2017-01-25 13:30:00+00:00,2017-01-25 15:30:00+00:00,2017-01-18 14:30:00+00:00,2017-02-01 14:30:00+00:00
77,1067494682249318402,....for electric cars. General Motors made a big China bet years ago when they built plants there (and in Mexico) - don’t think that bet is going to pay off. I am here to protect America’s Workers!,2018-11-27 19:05:39,2018-11-27 19:05:00+00:00,GM,General Motors,Automobiles & Auto Components,2018-11-27 14:05:00-05:00,0,2018-11-27 14:05:00-05:00,2018-11-27 19:05:00+00:00,2018-11-27 13:05:00-05:00,2018-11-27 15:05:00-05:00,2018-11-19 09:30:00-05:00,2018-12-04 09:30:00-05:00,2018-11-27 18:05:00+00:00,2018-11-27 20:05:00+00:00,2018-11-19 14:30:00+00:00,2018-12-04 14:30:00+00:00
76,1068106609644183554,"General Motors is very counter to what other auto, and other, companies are doing. Big Steel is opening and renovating plants all over the country. Auto companies are pouring into the U.S., including BMW, which just announced a major new plant. The U.S.A. is booming!",2018-11-29 11:37:14,2018-11-29 11:37:00+00:00,GM,General Motors,Automobiles & Auto Components,2018-11-29 06:37:00-05:00,1,2018-11-30 09:30:00-05:00,2018-11-30 14:30:00+00:00,2018-11-30 08:30:00-05:00,2018-11-30 10:30:00-05:00,2018-11-23 09:30:00-05:00,2018-12-10 09:30:00-05:00,2018-11-30 13:30:00+00:00,2018-11-30 15:30:00+00:00,2018-11-23 14:30:00+00:00,2018-12-10 14:30:00+00:00
242,1107024074184761344,"Because the economy is so good, General Motors must get their Lordstown, Ohio, plant open, maybe in a different form or with a new owner, FAST! Toyota is investing 13.5 $Billion in U.S., others likewise. G.M. MUST ACT QUICKLY. Time is of the essence!",2019-03-16 21:01:21,2019-03-16 21:01:00+00:00,GM,General Motors,Automobiles & Auto Components,2019-03-16 17:01:00-04:00,1,2019-03-18 09:30:00-04:00,2019-03-18 13:30:00+00:00,2019-03-18 08:30:00-04:00,2019-03-18 10:30:00-04:00,2019-03-11 09:30:00-04:00,2019-03-25 09:30:00-04:00,2019-03-18 12:30:00+00:00,2019-03-18 14:30:00+00:00,2019-03-11 13:30:00+00:00,2019-03-25 13:30:00+00:00
240,1107408129619382277,"Just spoke to Mary Barra, CEO of General Motors about the Lordstown Ohio plant. I am not happy that it is closed when everything else in our Country is BOOMING. I asked her to sell it or do something quickly. She blamed the UAW Union — I don’t care, I just want it open!",2019-03-17 22:27:27,2019-03-17 22:27:00+00:00,GM,General Motors,Automobiles & Auto Components,2019-03-17 18:27:00-04:00,1,2019-03-18 09:30:00-04:00,2019-03-18 13:30:00+00:00,2019-03-18 08:30:00-04:00,2019-03-18 10:30:00-04:00,2019-03-11 09:30:00-04:00,2019-03-25 09:30:00-04:00,2019-03-18 12:30:00+00:00,2019-03-18 14:30:00+00:00,2019-03-11 13:30:00+00:00,2019-03-25 13:30:00+00:00
239,1107607058600349696,"General Motors and the UAW are going to start “talks” in September/October. Why wait, start them now! I want jobs to stay in the U.S.A. and want Lordstown (Ohio), in one of the best economies in our history, opened or sold to a company who will open it up fast! Car companies.....",2019-03-18 11:37:55,2019-03-18 11:37:00+00:00,GM,General Motors,Automobiles & Auto Components,2019-03-18 07:37:00-04:00,1,2019-03-19 09:30:00-04:00,2019-03-19 13:30:00+00:00,2019-03-19 08:30:00-04:00,2019-03-19 10:30:00-04:00,2019-03-12 09:30:00-04:00,2019-03-26 09:30:00-04:00,2019-03-19 12:30:00+00:00,2019-03-19 14:30:00+00:00,2019-03-12 13:30:00+00:00,2019-03-26 13:30:00+00:00
221,1126144398180388864,"GREAT NEWS FOR OHIO! Just spoke to Mary Barra, CEO of General Motors, who informed me that, subject to a UAW agreement etc., GM will be selling their beautiful Lordstown Plant to Workhorse, where they plan to build Electric Trucks. GM will also be spending $700,000,000 in Ohio...",2019-05-08 15:18:41,2019-05-08 15:18:00+00:00,GM,General Motors,Automobiles & Auto Components,2019-05-08 11:18:00-04:00,0,2019-05-08 11:18:00-04:00,2019-05-08 15:18:00+00:00,2019-05-08 10:18:00-04:00,2019-05-08 12:18:00-04:00,2019-05-01 09:30:00-04:00,2019-05-15 09:30:00-04:00,2019-05-08 14:18:00+00:00,2019-05-08 16:18:00+00:00,2019-05-01 13:30:00+00:00,2019-05-15 13:30:00+00:00
183,1164308814759260161,"The Legendary Henry Ford and Alfred P. Sloan, the Founders of Ford Motor Company and General Motors, are “rolling over” at the weakness of current car company executives willing to spend more money on a car that is not as safe or good, and cost $3,000 more to consumers. Crazy!",2019-08-21 22:50:27,2019-08-21 22:50:00+00:00,GM,General Motors,Automobiles & Auto Components,2019-08-21 18:50:00-04:00,1,2019-08-22 09:30:00-04:00,2019-08-22 13:30:00+00:00,2019-08-22 08:30:00-04:00,2019-08-22 10:30:00-04:00,2019-08-15 09:30:00-04:00,2019-08-29 09:30:00-04:00,2019-08-22 12:30:00+00:00,2019-08-22 14:30:00+00:00,2019-08-15 13:30:00+00:00,2019-08-29 13:30:00+00:00
174,1167408293062594560,"General Motors, which was once the Giant of Detroit, is now one of the smallest auto manufacturers there. They moved major plants to China, BEFORE I CAME INTO OFFICE. This was done despite the saving help given them by the USA. Now they should start moving back to America again?",2019-08-30 12:06:41,2019-08-30 12:06:00+00:00,GM,General Motors,Automobiles & Auto Components,2019-08-30 08:06:00-04:00,1,2019-09-03 09:30:00-04:00,2019-09-03 13:30:00+00:00,2019-09-03 08:30:00-04:00,2019-09-03 10:30:00-04:00,2019-08-26 09:30:00-04:00,2019-09-10 09:30:00-04:00,2019-09-03 12:30:00+00:00,2019-09-03 14:30:00+00:00,2019-08-26 13:30:00+00:00,2019-09-10 13:30:00+00:00
169,1173369474730381314,Here we go again with General Motors and the United Auto Workers. Get together and make a deal!,2019-09-15 22:54:17,2019-09-15 22:54:00+00:00,GM,General Motors,Automobiles & Auto Components,2019-09-15 18:54:00-04:00,1,2019-09-16 09:30:00-04:00,2019-09-16 13:30:00+00:00,2019-09-16 08:30:00-04:00,2019-09-16 10:30:00-04:00,2019-09-09 09:30:00-04:00,2019-09-23 09:30:00-04:00,2019-09-16 12:30:00+00:00,2019-09-16 14:30:00+00:00,2019-09-09 13:30:00+00:00,2019-09-23 13:30:00+00:00
145,1190250133071519745,"Wow, a blowout JOBS number just out, adjusted for revisions and the General Motors strike, 303,000. This is far greater than expectations. USA ROCKS!",2019-11-01 12:52:00,2019-11-01 12:52:00+00:00,GM,General Motors,Automobiles & Auto Components,2019-11-01 08:52:00-04:00,1,2019-11-04 09:30:00-05:00,2019-11-04 14:30:00+00:00,2019-11-04 08:30:00-05:00,2019-11-04 10:30:00-05:00,2019-10-28 09:30:00-04:00,2019-11-11 09:30:00-05:00,2019-11-04 13:30:00+00:00,2019-11-04 15:30:00+00:00,2019-10-28 13:30:00+00:00,2019-11-11 14:30:00+00:00
27,691848058234146816,"""""""@WhiteJacketPink: @MyPresidentme @realDonaldTrump just google glenn beck bio. U can tell no education, very poorly written.""",2016-01-26 05:00:05,2016-01-26 05:00:00+00:00,GOOGL,Alphabet Inc.,Technology & Internet,2016-01-26 00:00:00-05:00,1,2016-01-27 09:30:00-05:00,2016-01-27 14:30:00+00:00,2016-01-27 08:30:00-05:00,2016-01-27 10:30:00-05:00,2016-01-20 09:30:00-05:00,2016-02-03 09:30:00-05:00,2016-01-27 13:30:00+00:00,2016-01-27 15:30:00+00:00,2016-01-20 14:30:00+00:00,2016-02-03 14:30:00+00:00
